Customer ID,Name,Age,Gender,Signup Date,Last Purchase,Total Purchases,Total Spent ($),Country,Email,Device Type,Is Subscribed,Feedback Score
4626,David Alvarado,22,Male,2022-03-09,2025-01-15,3,639.83,China,michael19@williams.com,Mobile,No,9.4
4627,Allen Vasquez,26,Male,2024-02-01,2024-11-20,15,3539.91,Brazil,lindseybryant@clark.com,Desktop,Yes,6.5
4628,Lisa Nguyen,35,Male,2021-09-10,2025-03-24,49,2409.26,UAE,sabrinacruz@rivera.com,Tablet,Yes,6.4
4629,Howard Murphy,55,Male,2021-03-06,2022-07-29,22,2700.85,UAE,jorge30@yahoo.com,Desktop,Yes,9.1
4630,Tonya Elliott,22,Female,2024-05-11,2024-10-05,14,4020.26,Singapore,colin59@hotmail.com,Mobile,No,8.1
4631,Charles Brown,56,Male,2022-03-13,2022-06-17,2,4524.99,Singapore,qmoore@haynes.com,Desktop,No,5.2
4632,Dana Rangel,37,Male,2022-03-23,2023-06-17,20,4577.96,Canada,franklinmelissa@gonzalez.com,Tablet,No,6.7
4633,Vanessa Moore,70,Male,2022-02-11,2023-05-05,38,2089.62,Australia,awilliams@fernandez.org,Mobile,No,8.1
4634,Carol Meyer,56,Male,2021-06-12,2022-12-23,34,4632.1,Germany,amandacarlson@hotmail.com,Tablet,Yes,8.8
4635,Shawn Hart,29,Female,2021-04-16,2022-08-12,42,2896.77,Singapore,davidsonjoshua@yahoo.com,Tablet,No,6.5
4636,Kyle Dean,33,Female,2022-07-13,2024-01-16,46,3957.55,Singapore,leroy28@hotmail.com,Mobile,No,3.1
4637,Lisa Cook,37,Male,2022-06-07,2023-04-16,41,1563.3,UAE,bhenry@barton-brown.com,Desktop,No,8.3
4638,Angela Anderson,51,Female,2020-11-18,2022-12-20,11,3037.83,Australia,nkelly@waters.com,Desktop,No,5.7
4639,Jorge Summers,25,Female,2022-01-03,2023-03-27,26,3775.78,Canada,groberts@hotmail.com,Mobile,Yes,4.5
4640,Crystal Coleman,28,Male,2022-10-17,2023-08-23,49,4040.1,Canada,edward43@hanson.com,Tablet,Yes,3.3
4641,Tara Morgan,59,Female,2020-11-07,2023-11-05,9,1500.41,Brazil,sgonzalez@fisher-horn.biz,Desktop,Yes,8.7
4642,Misty Bowman,58,Male,2024-01-09,2025-07-15,47,296.7,Canada,theodore57@perry-garcia.net,Mobile,Yes,7.7
4643,Thomas Williams,44,Female,2021-06-27,2024-12-20,31,1178.87,Australia,harrygarcia@clark.com,Mobile,No,7.2
4644,Brent Li,28,Female,2023-02-12,2025-04-17,25,3487.89,UK,jamespeters@garcia-cherry.com,Mobile,No,9.6
4645,David Anderson,34,Male,2023-09-29,2025-04-30,3,1143.08,Brazil,phillipsluis@rodriguez-brewer.com,Mobile,Yes,8.5
4646,Ruben Long,56,Male,2022-11-22,2024-10-06,46,4789.45,USA,cannonsusan@hotmail.com,Mobile,No,9.9
4647,Harry Jacobs,27,Female,2021-06-19,2022-03-23,16,588.23,India,jacob26@gmail.com,Desktop,Yes,5.4
4648,Ricky Perry,70,Male,2023-06-23,2023-07-24,26,1588.16,India,jennifercarson@thornton.com,Desktop,No,7.4
4649,Keith Wright,39,Female,2021-06-07,2024-06-03,37,4849.81,USA,kelly52@rasmussen-crosby.info,Mobile,Yes,5.1
4650,Richard Soto,51,Female,2020-08-10,2022-02-26,9,4596.11,Germany,ruben09@smith.org,Mobile,No,7.2
4651,Katie Spence,57,Female,2023-02-17,2024-09-18,29,4015.58,UK,bdominguez@hurley-esparza.org,Mobile,Yes,7.1
4652,Kylie Contreras,68,Female,2021-01-15,2022-02-02,40,2115.42,Australia,hnelson@gmail.com,Tablet,No,8.4
4653,Matthew George,68,Female,2023-05-25,2023-06-07,6,4915.54,Germany,keithcox@snyder.net,Tablet,Yes,7.6
4654,Susan Roach,68,Male,2024-07-01,2025-06-17,11,2184.82,UK,james27@anderson.org,Tablet,No,8.4
4655,Victor Mason,47,Male,2024-01-09,2025-02-26,26,1656.01,USA,jason16@gmail.com,Tablet,Yes,8.6
4656,Amy Lambert,27,Male,2022-04-21,2023-10-23,37,237.78,USA,jaclyn47@cobb.com,Desktop,No,10.0
4657,Donna Harris,47,Female,2020-08-28,2023-07-20,5,4330.09,Canada,qsimpson@gmail.com,Desktop,Yes,7.0
4658,Melanie Murillo,46,Female,2023-11-13,2024-03-03,16,4218.07,UAE,ashley08@hotmail.com,Desktop,No,6.1
4659,Laura Rivera,60,Male,2022-03-18,2024-10-20,46,4609.33,UK,vanessadillon@yahoo.com,Tablet,Yes,7.9
4660,Steven Lopez,25,Female,2021-09-10,2024-02-08,40,2488.91,UK,gary12@yahoo.com,Tablet,Yes,6.3
4661,Traci Kelley,65,Female,2020-10-09,2024-05-19,29,4754.3,Canada,shermanpaula@arnold.com,Tablet,Yes,9.7
4662,Kenneth Melton,57,Male,2023-09-06,2025-03-24,20,4781.99,Brazil,david41@smith-cobb.net,Desktop,Yes,7.1
4663,Maurice Padilla,35,Female,2023-06-13,2024-07-30,14,3709.74,Brazil,jennifer96@gmail.com,Mobile,No,6.7
4664,Dawn Small,29,Female,2021-04-23,2024-10-23,36,3484.87,UAE,staylor@yahoo.com,Desktop,Yes,6.8
4665,Melissa Singh,33,Male,2021-05-03,2022-07-20,15,1269.05,Singapore,carolramsey@gmail.com,Mobile,No,8.6
4666,Beth Johnson,39,Male,2020-12-07,2024-10-16,41,4495.82,Germany,devon39@hotmail.com,Mobile,Yes,7.3
4667,Monique Jefferson,32,Female,2022-10-29,2024-04-05,20,552.28,UK,bleon@chase.net,Mobile,No,6.5
4668,Christian Logan,66,Female,2023-11-07,2024-08-31,17,157.11,Brazil,wallsnicole@hotmail.com,Tablet,No,10.0
4669,Robert Smith,30,Female,2020-08-12,2024-08-05,11,322.08,Germany,wcraig@guerra.com,Desktop,Yes,6.2
4670,Angela Peterson,38,Male,2021-06-27,2022-06-28,26,288.58,Germany,qbrown@woodard-allen.org,Mobile,No,7.6
4671,Joseph Williams,24,Male,2024-05-26,2024-11-25,32,3558.07,UAE,jmccall@yahoo.com,Desktop,No,8.5
4672,Jacob Mcdonald,52,Female,2022-09-03,2023-04-05,4,4029.66,Canada,morrisjohn@smith.com,Tablet,Yes,5.1
4673,Laura Morton,35,Male,2021-09-25,2023-08-17,10,4482.04,Canada,leerebecca@gmail.com,Desktop,No,8.2
4674,Heather Larson,37,Male,2022-09-20,2023-09-07,6,2988.97,UK,eric66@gmail.com,Desktop,No,5.9
4675,Eric Lewis,23,Male,2023-02-07,2023-03-24,21,1201.22,USA,heather13@kelly.com,Desktop,Yes,8.7
4676,Robert Gray,55,Male,2022-09-09,2023-01-23,16,4120.36,UAE,ttorres@murphy.com,Mobile,No,6.1
4677,Clinton Fischer,63,Male,2021-02-26,2022-12-18,47,3458.49,Brazil,gloria48@morris.info,Desktop,Yes,8.5
4678,Laura Joseph,57,Female,2023-02-11,2024-11-03,8,1699.25,Singapore,jbryant@gmail.com,Desktop,No,9.2
4679,Mrs. Casey Caldwell DDS,49,Male,2023-06-27,2024-04-23,26,2189.6,Germany,blevinskeith@gmail.com,Mobile,Yes,8.8
4680,Michael Buchanan,35,Female,2023-04-22,2023-08-18,16,136.37,Australia,blake44@yahoo.com,Mobile,No,7.9
4681,Alejandra Potts,26,Male,2024-05-13,2025-01-27,43,3364.59,China,rossdonald@smith.com,Tablet,No,7.2
4682,Sean Lowe,63,Female,2021-02-10,2024-05-06,16,1613.92,USA,lorigutierrez@yahoo.com,Mobile,No,6.6
4683,Timothy Cross,45,Male,2021-05-18,2025-04-02,21,255.6,UK,gabrielle43@yahoo.com,Mobile,No,9.7
4684,Mr. Tony Castillo,56,Female,2022-06-04,2024-06-16,33,4052.94,Australia,lmendoza@yahoo.com,Tablet,No,6.5
4685,Jennifer Lee,47,Male,2024-05-17,2024-07-25,20,989.74,Germany,jeffreyfreeman@doyle.com,Tablet,No,5.9
4686,Sandra Smith,19,Male,2023-04-22,2025-01-28,48,3839.04,USA,morrisonpaul@yahoo.com,Mobile,Yes,8.5
4687,Diane Davis,23,Female,2022-11-16,2024-05-15,49,3783.84,India,jessica56@villegas.com,Mobile,Yes,6.3
4688,Kimberly Aguilar,56,Male,2021-12-19,2024-11-26,32,4163.74,China,ajohnson@gilmore.info,Tablet,Yes,6.1
4689,Michelle Jones,52,Male,2023-11-22,2024-01-26,3,1441.19,Australia,rreyes@gilbert-oliver.com,Tablet,Yes,5.3
4690,George Avery,42,Male,2022-10-28,2025-05-15,36,2638.86,Australia,laura06@smith.com,Tablet,No,6.8
4691,Paul Webb,63,Female,2024-02-21,2024-04-16,6,2660.84,UAE,brandonharrison@guerra.com,Desktop,Yes,7.4
4692,Shelley Garrett,40,Male,2022-02-14,2024-11-01,43,2976.5,UAE,bensondonald@hotmail.com,Desktop,Yes,7.9
4693,Tristan Marshall,42,Female,2021-03-16,2022-11-18,12,2643.83,USA,johnfitzgerald@walker.net,Desktop,Yes,8.9
4694,Heather Garcia,63,Female,2021-02-02,2023-02-21,11,4129.4,China,pcalhoun@hotmail.com,Mobile,No,8.3
4695,Judith Moore,46,Male,2022-12-04,2024-11-29,41,1006.12,Germany,kdunlap@gmail.com,Desktop,No,7.2
4696,Mark Klein,36,Male,2021-05-10,2021-11-28,30,2603.04,USA,tmurphy@yahoo.com,Tablet,Yes,7.2
4697,Rebecca Bennett,21,Female,2022-07-14,2023-09-07,39,2245.05,China,villanuevaeric@reyes.com,Tablet,No,8.3
4698,Valerie Hawkins,24,Female,2021-11-07,2025-04-17,23,4885.87,Brazil,lthomas@palmer.com,Tablet,Yes,9.4
4699,Cynthia Lucas,44,Female,2023-01-25,2023-07-29,6,1338.05,Singapore,rileyandrea@gmail.com,Desktop,Yes,7.7
4700,Mackenzie Garza,45,Female,2021-08-22,2025-06-08,34,2599.76,Australia,garrettwendy@mullins-ramirez.com,Desktop,No,6.8
4701,Douglas Allen,22,Female,2024-04-17,2024-08-27,49,2482.55,India,petersenbrittany@hotmail.com,Mobile,No,6.0
4702,Marie Smith,37,Female,2023-08-01,2024-09-07,28,274.9,Brazil,kathleen16@gmail.com,Desktop,No,5.3
4703,Leslie Werner,31,Female,2022-04-26,2023-01-28,16,4634.34,India,stonealicia@yahoo.com,Tablet,Yes,8.5
4704,Mrs. Stephanie Pearson,58,Female,2021-07-27,2022-02-18,14,2963.43,UK,gonzalezalexis@flores.com,Mobile,Yes,8.4
4705,Jason Moore,26,Female,2022-05-05,2025-06-11,34,4182.73,UAE,david52@yahoo.com,Desktop,No,8.4
4706,Rebecca Clark,66,Male,2022-01-25,2022-06-03,16,3864.13,Singapore,leslieholmes@gmail.com,Desktop,Yes,7.3
4707,Richard Ramirez,19,Male,2022-06-04,2024-03-02,7,1923.71,China,mrodriguez@gmail.com,Desktop,Yes,9.6
4708,Lisa Sparks,55,Male,2021-01-03,2021-07-04,27,583.27,Canada,caseadrienne@atkins.net,Tablet,No,6.8
4709,Brad Martinez,61,Male,2020-10-21,2021-08-08,1,4267.96,UK,mwilliams@hotmail.com,Desktop,Yes,8.9
4710,Steve Schultz,26,Female,2023-02-05,2024-10-14,19,1718.23,USA,davisjoseph@medina.com,Tablet,Yes,7.4
4711,Darren Miller,39,Female,2022-09-08,2024-04-24,38,4963.13,China,thomascody@hotmail.com,Tablet,Yes,6.6
4712,Julie Kemp,60,Male,2022-12-09,2025-04-20,37,4240.85,Australia,rhunt@yahoo.com,Tablet,No,8.4
4713,Kimberly Nash,33,Female,2021-06-04,2025-01-04,9,1583.79,India,victor70@proctor-smith.com,Desktop,Yes,8.1
4714,William Fritz,18,Male,2022-12-09,2023-01-25,50,1446.39,China,shellylewis@miller.com,Mobile,Yes,8.0
4715,Savannah Guerra,19,Male,2021-11-10,2024-12-30,38,443.37,Germany,hillkenneth@bradley-patel.org,Desktop,Yes,7.6
4716,Robert Hart,57,Female,2021-07-09,2022-10-18,40,4687.35,USA,spearsbrittany@fox-cross.com,Desktop,No,7.4
4717,Ian Brown,24,Female,2021-01-08,2024-02-13,37,2853.65,Australia,gonzalezbradley@ramos.biz,Desktop,No,10.0
4718,Aaron Warner,44,Female,2021-01-12,2024-04-30,10,2584.32,Singapore,melissa48@hotmail.com,Tablet,Yes,9.3
4719,Rebecca Dickson,40,Male,2024-07-16,2025-03-05,34,3047.9,Australia,alyssatate@gmail.com,Mobile,Yes,8.6
4720,Kimberly Andrews,39,Male,2023-02-24,2023-09-28,29,3901.05,Australia,jonathan40@wood-thomas.com,Mobile,Yes,7.7
4721,Mr. Bradley Walker MD,28,Male,2024-03-17,2024-08-16,16,234.91,Germany,anthonystanton@gmail.com,Desktop,Yes,9.0
4722,Travis Schmitt,41,Female,2023-01-24,2024-04-25,48,2367.08,India,kfitzgerald@jones.com,Mobile,No,8.3
4723,Anthony Pham,23,Female,2022-05-19,2024-08-14,34,2841.12,USA,lisaanderson@hotmail.com,Desktop,Yes,7.5
4724,Heidi Peters,51,Male,2021-06-30,2025-01-28,50,4317.18,USA,jessica04@yahoo.com,Desktop,Yes,7.0
4725,Sean Diaz,44,Female,2022-07-10,2022-11-24,28,265.05,China,wstewart@vincent-steele.com,Mobile,Yes,7.4
4726,Emily Price,31,Male,2022-07-11,2022-12-05,32,2659.66,Canada,hmejia@gmail.com,Desktop,No,2.7
4727,Brenda Pineda,58,Male,2020-08-27,2021-07-17,38,2806.53,Germany,connie93@hudson-henry.org,Desktop,Yes,7.8
4728,Regina Henson,38,Male,2021-05-10,2022-11-22,31,1984.99,UAE,michaelfisher@yahoo.com,Tablet,No,6.8
4729,Michael Bradford,37,Female,2024-04-23,2024-10-24,10,123.33,UK,monica98@scott.com,Desktop,Yes,9.9
4730,Megan Caldwell,34,Female,2023-04-14,2025-06-24,13,3634.73,Germany,fuentesjames@martin.info,Desktop,Yes,7.5
4731,Claire Mckenzie,47,Male,2021-02-08,2021-02-18,20,1866.61,Germany,jefferyaguilar@mckenzie.com,Mobile,Yes,5.7
4732,John Li,52,Male,2022-05-15,2023-11-01,45,804.87,Australia,rodriguezkevin@yahoo.com,Tablet,Yes,7.4
4733,Noah Hernandez,34,Male,2022-01-28,2023-12-28,39,3823.06,Brazil,chamberslisa@hotmail.com,Desktop,Yes,5.9
4734,Frederick Brown,42,Male,2023-06-25,2025-06-06,2,1355.29,India,nelsonjames@hotmail.com,Tablet,Yes,8.2
4735,Paula Farmer,24,Male,2024-06-14,2024-09-08,47,1610.88,Australia,hibarra@lopez.biz,Tablet,Yes,7.9
4736,Michael Price,37,Female,2022-06-22,2025-04-30,27,2822.98,Germany,gibsonjenna@yahoo.com,Desktop,Yes,8.9
4737,Jason Leblanc,20,Male,2023-01-03,2024-04-11,17,438.54,India,wdean@zimmerman-chen.info,Mobile,Yes,6.3
4738,Kimberly Miller,51,Male,2023-04-15,2024-05-30,8,4722.15,China,jonathancollier@goodwin-kennedy.com,Tablet,Yes,7.6
4739,Joseph Villegas,37,Male,2022-01-06,2023-06-15,22,4612.07,Germany,russell44@miller.net,Mobile,No,5.5
4740,Samantha Cruz,58,Male,2022-10-11,2025-04-17,29,4375.68,USA,garciapaige@gmail.com,Desktop,No,8.6
4741,Christina Murray,46,Male,2022-06-11,2023-08-17,33,1837.73,USA,nancy01@hill.net,Tablet,No,8.3
4742,Christy Mercer,68,Male,2023-10-04,2024-02-16,25,2293.51,Canada,allen62@wells-kim.com,Tablet,No,8.2
4743,Sara Mcintosh,51,Male,2021-05-14,2022-04-14,5,157.82,India,timothyperez@gmail.com,Desktop,No,7.5
4744,Laura Allen,66,Female,2021-12-07,2025-03-27,18,1607.78,UK,randy84@gmail.com,Mobile,No,8.1
4745,Cassandra Brown,38,Female,2023-10-04,2023-11-05,39,1380.53,USA,susan68@yahoo.com,Desktop,No,9.9
4746,Joe Robbins,19,Male,2021-05-19,2021-08-15,14,4296.36,Singapore,berrycharles@hotmail.com,Desktop,No,7.1
4747,Margaret Mata,57,Female,2023-05-09,2025-06-25,1,3041.13,Germany,egriffin@yahoo.com,Mobile,Yes,7.7
4748,Kenneth Wilson,63,Male,2023-10-12,2023-11-11,26,3751.58,Brazil,richard25@steele-anderson.com,Desktop,Yes,5.9
4749,Molly Larson,29,Female,2021-03-09,2021-05-28,20,400.5,Australia,lchang@hotmail.com,Mobile,Yes,6.2
4750,Alexander Brock,28,Female,2023-11-01,2024-05-18,49,4054.87,UAE,charles66@hotmail.com,Mobile,Yes,7.6
4751,Tony Brooks,62,Male,2022-06-28,2023-02-25,23,2470.11,Australia,ryan20@gmail.com,Mobile,Yes,9.2
4752,Francisco Carroll,61,Male,2024-01-29,2025-04-09,6,182.47,China,floresstephen@garner.info,Tablet,No,7.1
4753,Michaela Johnson,59,Female,2023-05-30,2025-05-07,19,2064.67,India,powersjay@ramirez.com,Mobile,No,7.1
4754,John Mclean,32,Female,2024-06-23,2025-04-03,3,1973.06,Canada,ralvarez@yahoo.com,Mobile,Yes,6.9
4755,Joshua Harris,35,Female,2021-05-16,2022-07-20,19,4755.39,Australia,william26@rowland.com,Desktop,No,6.7
4756,Jessica Alvarez,53,Female,2023-04-11,2024-06-27,50,3196.11,Brazil,alyssa78@yahoo.com,Tablet,No,7.9
4757,Edwin Miller,50,Female,2023-07-16,2024-10-09,34,393.22,USA,devin93@cruz-maldonado.org,Tablet,Yes,5.3
4758,Tiffany Davis,43,Male,2022-01-19,2022-08-31,2,4941.73,Singapore,nhester@rodriguez-pierce.info,Desktop,Yes,9.4
4759,Cynthia Mcknight,66,Male,2020-11-13,2023-03-13,29,2457.12,Germany,cortega@yahoo.com,Tablet,No,6.5
4760,Jason Gonzalez,38,Female,2022-06-23,2025-04-11,39,1026.49,Germany,leealexandria@phelps-cuevas.com,Mobile,No,8.6
4761,Shane Rush DVM,51,Male,2024-04-20,2025-03-04,8,4661.31,India,ycontreras@yahoo.com,Desktop,Yes,5.6
4762,Carrie Smith,54,Female,2023-07-01,2024-12-27,4,4963.87,Canada,thomas46@thomas.biz,Tablet,Yes,8.5
4763,Raymond Rivera,28,Male,2022-11-03,2024-07-23,18,1468.74,India,reedchristopher@gmail.com,Desktop,No,8.5
4764,Benjamin Trevino,55,Female,2023-08-11,2024-09-18,29,1432.61,Germany,ihanson@rivas.com,Mobile,No,8.1
4765,Tammie King,60,Female,2024-02-22,2025-01-05,45,4631.81,UAE,snyderlauren@bell.com,Mobile,Yes,6.0
4766,Steven Watts,54,Male,2022-02-25,2025-02-03,31,3891.97,USA,paulmiller@baker.com,Mobile,Yes,7.9
4767,Michael Mcconnell,41,Male,2023-02-19,2024-09-02,1,4388.35,USA,mchurch@yahoo.com,Desktop,Yes,5.7
4768,Joshua Taylor,42,Female,2024-01-19,2024-06-06,23,1111.49,Australia,fmoran@delgado.com,Tablet,Yes,7.1
4769,Bradley Ramirez,65,Female,2022-10-14,2023-01-01,42,4165.79,Germany,scott55@griffin-tucker.com,Mobile,No,9.0
4770,Claire Castro,31,Female,2021-07-21,2025-04-23,49,2166.48,UK,davidbates@pierce.com,Desktop,No,8.7
4771,Kevin Barber,63,Male,2021-09-11,2024-05-06,13,3974.26,China,briana08@price-black.info,Desktop,No,7.5
4772,Kenneth Harrington,39,Male,2024-05-17,2025-01-17,40,809.5,Singapore,ronald71@hotmail.com,Tablet,No,6.0
4773,Anthony Thomas,53,Female,2024-06-21,2025-02-08,43,507.82,India,michael89@hotmail.com,Mobile,No,8.5
4774,Antonio Ross,54,Male,2024-01-15,2024-02-05,8,4478.0,Singapore,dwarren@yahoo.com,Tablet,No,7.5
4775,Ryan Carter,46,Male,2023-08-24,2024-05-07,28,79.02,UAE,valerieadams@yahoo.com,Tablet,Yes,4.0
4776,Tyler Sanchez,48,Male,2021-03-09,2023-07-27,21,2339.41,UK,rileygerald@willis-jennings.com,Mobile,Yes,8.7
4777,Anna Miller,42,Male,2021-03-02,2021-06-28,22,171.26,Brazil,petersoncole@brewer.com,Tablet,Yes,7.5
4778,James Ramirez,41,Female,2021-12-17,2023-03-13,26,1546.19,Germany,kcaldwell@freeman.net,Tablet,No,9.3
4779,Jodi Alvarez,18,Male,2020-11-28,2021-05-14,19,3329.98,UAE,gregorymaynard@johnson-allen.info,Desktop,No,5.9
4780,Donna Martin,18,Male,2022-07-27,2023-08-29,39,3600.87,Canada,onelson@gmail.com,Tablet,Yes,2.7
4781,Antonio Trujillo,48,Male,2021-06-20,2022-01-23,47,2727.98,Australia,amybeck@shepherd-sanchez.biz,Desktop,Yes,7.9
4782,Karen Brown,41,Female,2022-02-03,2024-06-03,9,3041.47,USA,chrishenderson@hotmail.com,Desktop,Yes,7.9
4783,Glenn Moyer,57,Male,2022-05-13,2024-09-06,25,4925.31,USA,josephdavis@becker.com,Mobile,Yes,5.0
4784,William Mcmahon,68,Male,2022-09-18,2025-04-27,43,3865.05,USA,hannahsmith@wilson.com,Mobile,No,6.0
4785,Matthew Hayes,45,Male,2020-10-29,2024-09-18,27,398.55,Brazil,meaganevans@hotmail.com,Desktop,Yes,10.0
4786,Elizabeth Petersen,53,Female,2022-07-29,2023-12-17,17,4841.32,Brazil,garciamary@yahoo.com,Tablet,Yes,7.0
4787,Melissa Perry,26,Male,2022-10-26,2024-11-19,15,55.98,China,nunezdavid@hughes.com,Tablet,Yes,8.6
4788,Rebekah Mercado,59,Male,2023-01-05,2024-03-14,34,4275.79,Australia,nathan31@gmail.com,Tablet,Yes,6.5
4789,Alexis Vincent,66,Female,2022-12-09,2024-05-27,31,682.89,Germany,nicholasmaldonado@hotmail.com,Mobile,Yes,4.4
4790,Hannah Roberson,34,Female,2022-09-01,2025-05-12,34,668.1,Singapore,paullopez@smith.com,Tablet,Yes,7.2
4791,Kelli Skinner,58,Female,2020-09-17,2024-11-13,24,4848.66,Australia,vdaugherty@walsh.biz,Mobile,Yes,7.1
4792,Samantha Riley,26,Male,2023-03-21,2023-03-25,50,4957.01,China,ralvarado@mcgee.com,Mobile,Yes,6.9
4793,Charles Perkins,19,Female,2023-12-07,2023-12-27,14,3765.73,China,prestonmichelle@ruiz.com,Tablet,No,7.3
4794,Brenda Anderson,70,Female,2020-10-24,2023-11-13,8,2429.43,India,karawilliams@young.com,Tablet,Yes,7.9
4795,Kelsey Carter,19,Male,2022-03-17,2022-07-05,13,2096.63,India,houstonalexis@gmail.com,Tablet,No,7.3
4796,Scott White,56,Male,2024-01-08,2025-01-03,28,2558.38,UAE,mackrebecca@gmail.com,Tablet,Yes,5.6
4797,Rachel Barnes,44,Female,2020-10-29,2024-04-02,28,1405.88,Germany,xlove@gmail.com,Mobile,Yes,8.2
4798,Travis Gonzalez,68,Male,2022-05-21,2022-06-20,46,2879.25,Germany,brian45@long.com,Tablet,Yes,4.6
4799,Rachel Bean,39,Male,2024-07-19,2025-04-13,35,788.47,Australia,meganhill@gmail.com,Desktop,Yes,4.4
4800,Terri Franklin,29,Female,2021-09-03,2024-12-24,39,1239.98,Brazil,ymerritt@hotmail.com,Desktop,No,8.6
4801,John Mejia,28,Male,2024-07-18,2025-03-31,21,965.8,Brazil,hmendez@yahoo.com,Desktop,No,8.3
4802,Jonathan Smith,34,Female,2020-08-07,2020-09-17,44,2625.17,Germany,kathleenrichmond@lee-dixon.info,Tablet,No,7.4
4803,Alicia Wells,67,Female,2022-09-27,2023-06-30,33,609.18,India,dylanboone@cohen.biz,Mobile,No,5.4
4804,Stephanie May,68,Male,2021-03-07,2022-12-16,15,279.34,Canada,mark15@wilson-snyder.com,Mobile,Yes,6.4
4805,Zachary Lutz,38,Female,2022-06-09,2022-10-08,31,471.61,UAE,johnsonpaige@miller.biz,Desktop,No,7.1
4806,Nicholas Porter,56,Male,2023-10-12,2024-04-14,50,3219.53,Australia,susanromero@miller.org,Tablet,Yes,5.1
4807,Jasmine Ellison,67,Female,2021-07-15,2021-11-25,34,2420.6,Brazil,cynthia80@hotmail.com,Mobile,Yes,6.4
4808,John Jimenez,40,Male,2022-01-07,2023-12-24,45,802.12,Canada,arroyojason@hotmail.com,Desktop,Yes,8.5
4809,Courtney Hardy,47,Male,2021-02-26,2022-10-17,8,2091.66,Australia,ortegaamanda@yahoo.com,Desktop,Yes,9.6
4810,Joshua Little,31,Male,2020-08-25,2021-07-18,13,1653.8,Canada,sanchezmichael@evans.com,Mobile,Yes,6.9
4811,Candace Powell,29,Female,2021-10-08,2023-02-22,23,3306.58,Brazil,jonesmichelle@yahoo.com,Tablet,No,8.6
4812,Ryan Freeman,47,Male,2020-09-28,2021-04-23,47,2304.1,Brazil,zward@reed.org,Mobile,No,4.6
4813,Mr. Kenneth Miller,49,Female,2020-09-28,2025-04-14,49,1763.97,Brazil,pmartin@mcdonald-barnes.org,Tablet,Yes,8.5
4814,Lisa Smith,34,Female,2023-07-15,2023-08-01,18,3426.84,India,wagnerchristina@yahoo.com,Mobile,No,6.3
4815,Wayne Cruz,61,Male,2024-04-02,2024-06-18,26,4817.72,Singapore,andreaanderson@mccarthy.com,Mobile,Yes,8.0
4816,Elizabeth Ward,63,Female,2024-01-08,2024-07-10,10,4808.44,Australia,mmorris@bennett.com,Tablet,No,7.1
4817,Leslie Hinton,45,Male,2020-12-24,2025-05-15,7,843.55,China,hopkinsluis@yahoo.com,Desktop,Yes,9.5
4818,Claudia Valenzuela,31,Male,2023-05-21,2024-07-20,2,3992.59,China,elizabeth22@gmail.com,Mobile,No,6.2
4819,Ronald Bradley,43,Male,2023-10-24,2025-01-11,3,3728.42,China,kim83@smith.net,Tablet,Yes,8.4
4820,Michael Arnold,54,Male,2022-07-15,2024-02-07,41,1301.09,China,jonathanroberts@gmail.com,Mobile,No,7.1
4821,Shannon Hunter,32,Male,2022-01-22,2023-01-18,8,244.61,Singapore,samanthaenglish@gmail.com,Tablet,Yes,7.3
4822,William Boyle,23,Male,2024-03-05,2025-02-11,41,2234.81,Australia,brandon93@case.com,Desktop,No,7.2
4823,Ann Bates,52,Female,2020-12-11,2025-02-13,10,960.27,Singapore,wilsonjeremy@gmail.com,Mobile,Yes,6.2
4824,Victor Henry,22,Female,2021-07-05,2023-05-14,2,2774.55,UK,dcollins@garcia-sims.com,Tablet,No,7.5
4825,Margaret Smith,34,Male,2023-12-13,2024-01-30,28,3425.3,UK,walterchristopher@brown.com,Desktop,No,7.4
4826,Desiree Kelley,66,Male,2020-08-28,2022-10-30,41,2008.02,India,davislori@davenport.org,Mobile,No,7.9
4827,Henry Fields,40,Female,2024-04-03,2024-06-02,6,3437.93,USA,jtate@roberts-newman.biz,Mobile,No,7.6
4828,Erica Jones,23,Male,2023-09-10,2025-04-08,33,618.38,Canada,ghoffman@yahoo.com,Tablet,No,8.7
4829,Madison Garner,63,Male,2021-05-31,2022-04-16,9,2174.91,UK,christine74@yahoo.com,Mobile,Yes,8.9
4830,Tara Soto,18,Male,2023-02-03,2023-07-14,27,103.14,Singapore,sharmon@gmail.com,Mobile,Yes,5.9
4831,Melissa Lynch,33,Female,2020-08-23,2024-12-27,3,810.03,China,sherrybarron@bennett.net,Mobile,Yes,8.8
4832,Peggy Gray,63,Male,2024-05-08,2024-07-01,43,1395.0,UK,rpowell@carpenter.org,Tablet,No,5.7
4833,Monica Spence,30,Female,2024-04-11,2025-03-28,22,4044.05,Brazil,yhorton@bryant-stein.com,Mobile,No,8.4
4834,Morgan Watson,67,Male,2023-02-13,2025-01-11,36,199.17,Brazil,caroline77@yahoo.com,Mobile,No,8.4
4835,Mr. Ricky Sims,63,Female,2020-08-24,2020-12-23,15,663.64,Australia,austin68@gmail.com,Tablet,No,4.6
4836,Nicholas Deleon,53,Female,2021-07-31,2025-02-21,47,3396.5,USA,joshuabarton@davis.info,Mobile,Yes,7.6
4837,Jennifer Morgan,18,Female,2020-10-20,2024-08-08,24,1428.32,Canada,jose60@paul.info,Mobile,Yes,6.8
